,date,negative_bert,neutral_bert,positive_bert,daily_tweets,MA7_Sentiment,MA20_Sentiment,MA50_Sentiment,BTC_price,BTC_trading_volume
0,2021-01-01,0.08527482014372904,0.48918062450729466,0.4255445556166812,12561.85950943881,,,,29374.15234375,40730301359.0
1,2021-01-02,0.14336519545990187,0.43907469015111733,0.4175601125824924,30124.352144918405,,,,32127.267578125,67865420765.0
2,2021-01-03,0.14821955780359167,0.4320230456496775,0.4197573980575655,26167.331282349067,,,,32782.0234375,78665235202.0
3,2021-01-04,0.10155814519594625,0.5075257991405888,0.39091605529384993,18041.199084149866,,,,31971.9140625,81163475344.0
4,2021-01-05,0.08852970687755753,0.5174563653892862,0.3940139251488565,17473.55156827832,,,,33992.4296875,67547324782.0
5,2021-01-06,0.09778315000760207,0.48320828051759407,0.4190085708998,21015.48558076281,,,,36824.36328125,75289433811.0
6,2021-01-07,0.09223124141248355,0.4849707192840406,0.4227980400954822,25671.66024728629,,,,39371.04296875,84762141031.0
7,2021-01-08,0.11554030783428075,0.45072087575582964,0.43373881621466087,23346.012253408986,0.4154171842386736,,,40797.609375,88107519480.0
8,2021-01-09,0.08048628813332358,0.47110337423255655,0.4484103338873105,18263.18830142834,0.4182754065225023,,,40254.546875,61984162837.0
9,2021-01-10,0.08694709234554081,0.4838892551840157,0.42916365361038805,16174.363986471872,0.4197258491509892,,,38356.44140625,79980747690.0
10,2021-01-11,0.14487204334595247,0.49464749943624087,0.3604804567023907,27333.491470166664,0.41231623148159235,,,35566.65625,123320567399.0
11,2021-01-12,0.10395126403370038,0.5140710757517534,0.3819776620801676,20311.306812538023,0.411198932329882,,,33922.9609375,74773277909.0
12,2021-01-13,0.10035219244045147,0.5129484255020494,0.3866993823084403,21169.833913276558,0.41028461447483006,,,37316.359375,69364315979.0
13,2021-01-14,0.089014535744025,0.5025323430545737,0.4084531212739993,22370.737791962918,0.4089651832716049,,,39187.328125,63615990033.0
14,2021-01-15,0.08676882579064064,0.5283604303568395,0.3848707395391235,16068.862791926722,0.4042242707020601,,,36825.3671875,67760757881.0
15,2021-01-16,0.0987653171324702,0.5271634397981545,0.37407123930811575,11786.020984665052,0.39676582358874196,,,36178.140625,57706187875.0
16,2021-01-17,0.11107127030545498,0.4966072610189576,0.3923214700756214,13117.685927620345,0.3897547156122808,,,35791.27734375,52359854336.0
17,2021-01-18,0.08442213103757716,0.5215394571618375,0.3940384129086385,15611.82483626557,0.3853640605245621,,,36630.07421875,49511702429.0
18,2021-01-19,0.0874969963259989,0.5132457505445993,0.39925725333453693,18427.40644721412,0.3902111601035804,,,36069.8046875,57244195486.0
19,2021-01-20,0.09996980299609533,0.5068558514000129,0.39317434664399475,14461.825462036082,0.39161074567405885,,,35547.75,66834573161.0
20,2021-01-21,0.10758779142328047,0.5373036299860097,0.3551085760463555,18655.71180507088,0.3876618948912982,0.40149352960135576,,30825.69921875,75643067688.0
21,2021-01-22,0.07972696300329311,0.5221849041660419,0.39808813225580536,17962.860405813426,0.386366271264024,0.4001860808698855,,33005.76171875,77207272511.0
22,2021-01-23,0.08964845377760851,0.5150888988438423,0.3952626443125198,11507.310083342698,0.3876652593606985,0.39912429666655347,,32067.642578125,48354737975.0
23,2021-01-24,0.09316486008246389,0.539306508071185,0.3675286358045997,11618.690364060094,0.386847433922759,0.39663721274974556,,32289.37890625,48643830599.0
24,2021-01-25,0.08590674615315567,0.5232896320969748,0.39080361982266104,16584.693923571704,0.38665770264113897,0.3966318586796889,,32366.392578125,59897054838.0
25,2021-01-26,0.08778047388334619,0.5119437360654087,0.40027578993473795,11853.255021533272,0.3874373747694014,0.3969300427171119,,32569.849609375,60255421470.0
26,2021-01-27,0.11514622732306372,0.5193746150854379,0.36547915306004236,14271.580813552644,0.3832151122350896,0.39438102281998055,,30432.546875,62576762015.0
27,2021-01-28,0.07446268739011984,0.44530945207133615,0.4802278599258252,27156.90190629213,0.39409680139531833,0.3971157761452351,,33466.09765625,76517157706.0
28,2021-01-29,0.07674990341548592,0.44093851907539944,0.4823115771608679,39034.90554748537,0.4099971765346324,0.39942876476172107,,34316.38671875,117894572511.0
29,2021-01-30,0.09930759630117096,0.45823645599744517,0.44245594590922477,18408.11958954436,0.41554315324130986,0.39914522247705025,,34269.5234375,65141828798.0
30,2021-01-31,0.09484431991859416,0.4744248901953201,0.4307307908634969,13373.796072101157,0.419976671560182,0.3992198480605317,,33114.359375,52754542671.0
31,2021-02-01,0.08598754568340577,0.4753387951950514,0.4386736612656031,18714.526684306657,0.4288697997428074,0.4029433339921132,,33537.17578125,61400400660.0
32,2021-02-02,0.08852700367754535,0.47933446138830327,0.4321385383897461,18793.579939832944,0.434036664563693,0.4053319471497122,,35510.2890625,63088585433.0
33,2021-02-03,0.08324232861795826,0.4896269477280462,0.42713072159020077,20231.88056879332,0.4373935310206259,0.4072572490202722,,37472.08984375,61166818159.0
34,2021-02-04,0.06955426461352572,0.5002408044704175,0.43020493195229564,17556.483704932532,0.4454842533821575,0.4082930495287625,,36926.06640625,68838074392.0
35,2021-02-05,0.09061561378127818,0.48260090313956133,0.4267834796113772,24293.92601517157,0.43880370584285155,0.41028889429410786,,38144.30859375,58598066402.0
36,2021-02-06,0.10026564648867742,0.45865462515611394,0.44107973206100143,21115.77912226055,0.4336497252053682,0.4134797749013882,,39266.01171875,71326033653.0
37,2021-02-07,0.09620861201660506,0.44655695006244206,0.4572344379326419,15418.910305053878,0.43549703670829537,0.4165708686088654,,38903.44140625,65500641143.0
38,2021-02-08,0.10144201782304284,0.4476303613293268,0.4509276213720423,67699.82798762411,0.43802164052186354,0.41927987853569415,,46196.46484375,101467222687.0
39,2021-02-09,0.09690281497389297,0.47082490144840133,0.4322722861501617,28539.476255156496,0.4372214686324334,0.42085202295548574,,46481.10546875,91809846886.0
40,2021-02-10,0.07385310685140913,0.48656424539084536,0.43958264689338117,32599.78480412518,0.43815198219538776,0.4230619420149804,,44918.18359375,87301089896.0
41,2021-02-11,0.11047395608135628,0.4591607279610927,0.43036531594881544,28320.05835958882,0.4385563064902146,0.42664559629604987,,47909.33203125,81388911810.0
42,2021-02-12,0.10272936107152326,0.4829063074205531,0.41436433139923395,24049.282768931233,0.4365762314210819,0.42742065339811797,,47504.8515625,76555041196.0
43,2021-02-13,0.11206477472987608,0.47733154241636644,0.410603681746674,16433.471706357876,0.434553756687994,0.4281511789902205,,47105.515625,70250456155.0
44,2021-02-14,0.09871144530499372,0.4620405067320516,0.43924804637116405,30512.320801331065,0.4343247959767643,0.4315663890171997,,48717.2890625,71248675228.0
45,2021-02-15,0.09546318652670904,0.5087814191647156,0.39575539549033145,18593.990084651443,0.4266399156714755,0.4318021878585173,,47945.05859375,77069903166.0
46,2021-02-16,0.09702009066841118,0.506955543169015,0.3960243649217312,27080.17432299919,0.41977700861518663,0.4315997390483742,,49199.87109375,77049582886.0
47,2021-02-17,0.11088939403155146,0.47766713607463235,0.4114434692722186,25004.831548927807,0.41717340650544377,0.43378851601085877,,52149.0078125,80820545404.0
48,2021-02-18,0.10685272681082104,0.4790342864344417,0.41411298997221196,20033.426634070205,0.4139896993902976,0.4306401888702105,,51679.796875,52054723579.0
49,2021-02-19,0.11562144771374012,0.47707886724483695,0.4072996842617133,26780.63439065109,0.4111064954294098,0.4270681939702508,,55888.1328125,63495496918.0
50,2021-02-20,0.10678661611903843,0.46418568837116564,0.429027693217575,23579.059175476043,0.41293941565670245,0.4264287533658866,0.4138980647156544,56099.51953125,68145460026.0
51,2021-02-21,0.12648549503424358,0.4692010272823512,0.40431347646839283,19210.389516210184,0.4121531399969173,0.4251707860137387,0.4134817690460801,57539.9453125,51897585191.0
52,2021-02-22,0.08901121459891381,0.5222857477347358,0.38870305143614786,29912.540683710802,0.40583501563004026,0.42279123316471706,0.41291594431772033,54207.3203125,92052420332.0
53,2021-02-23,0.11649643350041222,0.48699083892291256,0.3965127233445636,32510.46551622889,0.4059296816118193,0.4210947657816131,0.41246016638217126,48824.42578125,106102492824.0
54,2021-02-24,0.08780630180020062,0.5542360172818362,0.35795768618893303,24473.071190199873,0.40117134677021954,0.41780081171488603,0.41181392385070237,49705.33203125,63695521388.0
55,2021-02-25,0.07871304101603727,0.5372389254240265,0.3840480304127955,21018.042150788224,0.3977469169127916,0.41560286402252894,0.4116185141499953,47093.8515625,54506565949.0
56,2021-02-26,0.09846822261365897,0.5137071612791314,0.3878246181123801,20789.731874113222,0.39446087043031264,0.4137476801416243,0.41100706409534005,46339.76171875,350967941479.0
57,2021-02-27,0.09282186883015753,0.5018426508488214,0.4053354801081985,16067.64941957188,0.3942153449111233,0.41204557290577654,0.4106646609583344,46188.453125,45910946382.0
58,2021-02-28,0.10633835322626672,0.529213273200191,0.3644483716802324,16971.847720977283,0.3861429297189555,0.4076271887985189,0.40930602479099265,45137.76953125,53443887451.0
